0, pwrDraw , 1670883805481749, 17
0, temp    , 1670883806365325, 29
0, memUtil , 1670883805399039, 0
0, memUtil , 1670883805598854, 0
0, memUtil , 1670883805798813, 0
0, memUtil , 1670883805998687, 0
0, memUtil , 1670883806198637, 0
0, gpuUtil , 1670883805399039, 0
0, gpuUtil , 1670883805598854, 0
0, gpuUtil , 1670883805798813, 0
0, gpuUtil , 1670883805998687, 0
0, gpuUtil , 1670883806198637, 0
0, encUtil , 1670883805399039, 0
0, encUtil , 1670883805598854, 0
0, encUtil , 1670883805798813, 0
0, encUtil , 1670883805998687, 0
0, encUtil , 1670883806198637, 0
0, decUtil , 1670883805399039, 0
0, decUtil , 1670883805598854, 0
0, decUtil , 1670883805798813, 0
0, decUtil , 1670883805998687, 0
0, decUtil , 1670883806198637, 0
0, violPwr , 1670883806370749, 0
0, violThm , 1670883806371551, 0
0, pwrDraw , 1670883806481316, 17
0, temp    , 1670883807373393, 29
0, memUtil , 1670883806398658, 0
0, memUtil , 1670883806598488, 0
0, memUtil , 1670883806798429, 0
0, memUtil , 1670883806998287, 0
0, memUtil , 1670883807198252, 0
0, gpuUtil , 1670883806398658, 0
0, gpuUtil , 1670883806598488, 0
0, gpuUtil , 1670883806798429, 0
0, gpuUtil , 1670883806998287, 0
0, gpuUtil , 1670883807198252, 0
0, encUtil , 1670883806398658, 0
0, encUtil , 1670883806598488, 0
0, encUtil , 1670883806798429, 0
0, encUtil , 1670883806998287, 0
0, encUtil , 1670883807198252, 0
0, decUtil , 1670883806398658, 0
0, decUtil , 1670883806598488, 0
0, decUtil , 1670883806798429, 0
0, decUtil , 1670883806998287, 0
0, decUtil , 1670883807198252, 0
0, violPwr , 1670883807378682, 1007986208
0, violThm , 1670883807379194, 0
0, pwrDraw , 1670883807481027, 17
0, temp    , 1670883808387321, 29
0, memUtil , 1670883807398293, 0
0, memUtil , 1670883807598124, 0
0, memUtil , 1670883807798018, 0
0, memUtil , 1670883807997901, 0
0, memUtil , 1670883808197905, 0
0, gpuUtil , 1670883807398293, 0
0, gpuUtil , 1670883807598124, 0
0, gpuUtil , 1670883807798018, 0
0, gpuUtil , 1670883807997901, 0
0, gpuUtil , 1670883808197905, 0
0, encUtil , 1670883807398293, 0
0, encUtil , 1670883807598124, 0
0, encUtil , 1670883807798018, 0
0, encUtil , 1670883807997901, 0
0, encUtil , 1670883808197905, 0
0, decUtil , 1670883807398293, 0
0, decUtil , 1670883807598124, 0
0, decUtil , 1670883807798018, 0
0, decUtil , 1670883807997901, 0
0, decUtil , 1670883808197905, 0
0, violPwr , 1670883808392489, 2021846400
0, violThm , 1670883808393058, 0
0, pwrDraw , 1670883808480628, 17
0, temp    , 1670883809401925, 29
0, memUtil , 1670883808397918, 0
0, memUtil , 1670883808597754, 0
0, memUtil , 1670883808797612, 0
0, memUtil , 1670883808997581, 0
0, memUtil , 1670883809197469, 0
0, memUtil , 1670883809397529, 0
0, gpuUtil , 1670883808397918, 0
0, gpuUtil , 1670883808597754, 0
0, gpuUtil , 1670883808797612, 0
0, gpuUtil , 1670883808997581, 0
0, gpuUtil , 1670883809197469, 0
0, gpuUtil , 1670883809397529, 0
0, encUtil , 1670883808397918, 0
0, encUtil , 1670883808597754, 0
0, encUtil , 1670883808797612, 0
0, encUtil , 1670883808997581, 0
0, encUtil , 1670883809197469, 0
0, encUtil , 1670883809397529, 0
0, decUtil , 1670883808397918, 0
0, decUtil , 1670883808597754, 0
0, decUtil , 1670883808797612, 0
0, decUtil , 1670883808997581, 0
0, decUtil , 1670883809197469, 0
0, decUtil , 1670883809397529, 0
0, violPwr , 1670883809407060, 3036471168
0, violThm , 1670883809407698, 0
0, pwrDraw , 1670883809480212, 17
0, temp    , 1670883810408235, 29
0, memUtil , 1670883809597376, 0
0, memUtil , 1670883809797275, 0
0, memUtil , 1670883809997237, 0
0, memUtil , 1670883810197160, 0
0, memUtil , 1670883810397162, 0
0, gpuUtil , 1670883809597376, 0
0, gpuUtil , 1670883809797275, 0
0, gpuUtil , 1670883809997237, 0
0, gpuUtil , 1670883810197160, 0
0, gpuUtil , 1670883810397162, 0
0, encUtil , 1670883809597376, 0
0, encUtil , 1670883809797275, 0
0, encUtil , 1670883809997237, 0
0, encUtil , 1670883810197160, 0
0, encUtil , 1670883810397162, 0
0, decUtil , 1670883809597376, 0
0, decUtil , 1670883809797275, 0
0, decUtil , 1670883809997237, 0
0, decUtil , 1670883810197160, 0
0, decUtil , 1670883810397162, 0
0, violPwr , 1670883810413329, 4042793344
0, violThm , 1670883810414036, 0
0, pwrDraw , 1670883809480376, 17
0, pwrDraw , 1670883810480108, 17
0, temp    , 1670883811416949, 29
0, memUtil , 1670883810397374, 0
0, memUtil , 1670883810597205, 0
0, memUtil , 1670883810797135, 0
0, memUtil , 1670883810997077, 0
0, memUtil , 1670883811197039, 0
0, memUtil , 1670883811397047, 0
0, gpuUtil , 1670883810397374, 0
0, gpuUtil , 1670883810597205, 0
0, gpuUtil , 1670883810797135, 0
0, gpuUtil , 1670883810997077, 0
0, gpuUtil , 1670883811197039, 0
0, gpuUtil , 1670883811397047, 0
0, encUtil , 1670883810397374, 0
0, encUtil , 1670883810597205, 0
0, encUtil , 1670883810797135, 0
0, encUtil , 1670883810997077, 0
0, encUtil , 1670883811197039, 0
0, encUtil , 1670883811397047, 0
0, decUtil , 1670883810397374, 0
0, decUtil , 1670883810597205, 0
0, decUtil , 1670883810797135, 0
0, decUtil , 1670883810997077, 0
0, decUtil , 1670883811197039, 0
0, decUtil , 1670883811397047, 0
0, violPwr , 1670883811422218, 5051470496
0, violThm , 1670883811422916, 0
0, pwrDraw , 1670883811479706, 18
0, temp    , 1670883812425327, 28
0, memUtil , 1670883811596906, 0
0, memUtil , 1670883811796799, 0
0, memUtil , 1670883811996784, 0
0, memUtil , 1670883812196726, 0
0, memUtil , 1670883812396711, 0
0, gpuUtil , 1670883811596906, 0
0, gpuUtil , 1670883811796799, 0
0, gpuUtil , 1670883811996784, 0
0, gpuUtil , 1670883812196726, 0
0, gpuUtil , 1670883812396711, 0
0, encUtil , 1670883811596906, 0
0, encUtil , 1670883811796799, 0
0, encUtil , 1670883811996784, 0
0, encUtil , 1670883812196726, 0
0, encUtil , 1670883812396711, 0
0, decUtil , 1670883811596906, 0
0, decUtil , 1670883811796799, 0
0, decUtil , 1670883811996784, 0
0, decUtil , 1670883812196726, 0
0, decUtil , 1670883812396711, 0
0, violPwr , 1670883812430650, 6059903040
0, violThm , 1670883812431130, 0
0, pwrDraw , 1670883812479546, 18
0, temp    , 1670883813437721, 28
0, memUtil , 1670883812596594, 0
0, memUtil , 1670883812796516, 0
0, memUtil , 1670883812996447, 0
0, memUtil , 1670883813196418, 0
0, memUtil , 1670883813396401, 0
0, gpuUtil , 1670883812596594, 0
0, gpuUtil , 1670883812796516, 0
0, gpuUtil , 1670883812996447, 0
0, gpuUtil , 1670883813196418, 0
0, gpuUtil , 1670883813396401, 0
0, encUtil , 1670883812596594, 0
0, encUtil , 1670883812796516, 0
0, encUtil , 1670883812996447, 0
0, encUtil , 1670883813196418, 0
0, encUtil , 1670883813396401, 0
